order_item_id,order_id,product_id,quantity,price_per_unit,total_price
ITEM_4101,ORD_3101,PROD_2179,2,4533,9066
ITEM_4102,ORD_3102,PROD_2181,3,1048,3144
ITEM_4103,ORD_3103,PROD_2185,1,2508,2508
ITEM_4104,ORD_3104,PROD_2055,2,4988,9976
ITEM_4105,ORD_3105,PROD_2177,2,3789,7578
ITEM_4106,ORD_3106,PROD_2144,1,4186,4186
ITEM_4107,ORD_3107,PROD_2077,3,2644,7932
ITEM_4108,ORD_3108,PROD_2129,2,3989,7978
ITEM_4109,ORD_3109,PROD_2250,1,1242,1242
ITEM_4110,ORD_3110,PROD_2174,2,3059,6118
ITEM_4111,ORD_3111,PROD_2223,2,1782,3564
ITEM_4112,ORD_3112,PROD_2173,2,2372,4744
ITEM_4113,ORD_3113,PROD_2234,3,2769,8307
ITEM_4114,ORD_3114,PROD_2242,1,3733,3733
ITEM_4115,ORD_3115,PROD_2242,1,3733,3733
ITEM_4116,ORD_3116,PROD_2176,1,2534,2534
ITEM_4117,ORD_3117,PROD_2083,1,2855,2855
ITEM_4118,ORD_3118,PROD_2067,2,2259,4518
ITEM_4119,ORD_3119,PROD_2135,3,1562,4686
ITEM_4120,ORD_3120,PROD_2181,1,1048,1048
ITEM_4121,ORD_3121,PROD_2034,3,3188,9564
ITEM_4122,ORD_3122,PROD_2246,1,4354,4354
ITEM_4123,ORD_3123,PROD_2127,1,1348,1348
ITEM_4124,ORD_3124,PROD_2111,2,2481,4962
ITEM_4125,ORD_3125,PROD_2239,2,213,426
ITEM_4126,ORD_3126,PROD_2173,2,2372,4744
ITEM_4127,ORD_3127,PROD_2095,3,3666,10998
ITEM_4128,ORD_3128,PROD_2249,2,2622,5244
ITEM_4129,ORD_3129,PROD_2094,2,4522,9044
ITEM_4130,ORD_3130,PROD_2162,1,4482,4482
ITEM_4131,ORD_3131,PROD_2025,1,845,845
ITEM_4132,ORD_3132,PROD_2210,2,1466,2932
ITEM_4133,ORD_3133,PROD_2027,2,3162,6324
ITEM_4134,ORD_3134,PROD_2091,3,1251,3753
ITEM_4135,ORD_3135,PROD_2072,3,2604,7812
ITEM_4136,ORD_3136,PROD_2026,1,2601,2601
ITEM_4137,ORD_3137,PROD_2192,3,561,1683
ITEM_4138,ORD_3138,PROD_2045,2,2076,4152
ITEM_4139,ORD_3139,PROD_2042,2,2411,4822
ITEM_4140,ORD_3140,PROD_2195,1,3819,3819
ITEM_4141,ORD_3141,PROD_2116,2,4074,8148
ITEM_4142,ORD_3142,PROD_2047,2,2393,4786
ITEM_4143,ORD_3143,PROD_2209,2,4786,9572
ITEM_4144,ORD_3144,PROD_2028,2,1775,3550
ITEM_4145,ORD_3145,PROD_2238,3,563,1689
ITEM_4146,ORD_3146,PROD_2177,3,3789,11367
ITEM_4147,ORD_3147,PROD_2006,3,3656,10968
ITEM_4148,ORD_3148,PROD_2099,3,3259,9777
ITEM_4149,ORD_3149,PROD_2126,3,4593,13779
ITEM_4150,ORD_3150,PROD_2190,1,616,616
ITEM_4151,ORD_3151,PROD_2031,2,853,1706
ITEM_4152,ORD_3152,PROD_2173,1,2372,2372
ITEM_4153,ORD_3153,PROD_2019,2,1037,2074
ITEM_4154,ORD_3154,PROD_2022,2,2366,4732
ITEM_4155,ORD_3155,PROD_2018,2,1963,3926
ITEM_4156,ORD_3156,PROD_2034,1,3188,3188
ITEM_4157,ORD_3157,PROD_2082,2,204,408
ITEM_4158,ORD_3158,PROD_2039,2,1601,3202
ITEM_4159,ORD_3159,PROD_2098,3,3468,10404
ITEM_4160,ORD_3160,PROD_2123,3,3498,10494
ITEM_4161,ORD_3161,PROD_2002,2,2453,4906
ITEM_4162,ORD_3162,PROD_2158,3,2216,6648
ITEM_4163,ORD_3163,PROD_2043,1,4762,4762
ITEM_4164,ORD_3164,PROD_2011,2,1828,3656
ITEM_4165,ORD_3165,PROD_2244,1,2771,2771
ITEM_4166,ORD_3166,PROD_2188,3,2362,7086
ITEM_4167,ORD_3167,PROD_2021,3,3140,9420
ITEM_4168,ORD_3168,PROD_2199,1,1421,1421
ITEM_4169,ORD_3169,PROD_2124,2,1095,2190
ITEM_4170,ORD_3170,PROD_2002,3,2453,7359
ITEM_4171,ORD_3171,PROD_2139,3,3304,9912
ITEM_4172,ORD_3172,PROD_2020,3,3312,9936
ITEM_4173,ORD_3173,PROD_2196,1,3703,3703
ITEM_4174,ORD_3174,PROD_2156,1,2126,2126
ITEM_4175,ORD_3175,PROD_2065,3,3326,9978
ITEM_4176,ORD_3176,PROD_2059,2,4242,8484
ITEM_4177,ORD_3177,PROD_2133,1,4628,4628
ITEM_4178,ORD_3178,PROD_2103,2,2969,5938
ITEM_4179,ORD_3179,PROD_2116,1,4074,4074
ITEM_4180,ORD_3180,PROD_2093,1,1552,1552
ITEM_4181,ORD_3181,PROD_2236,2,3355,6710
ITEM_4182,ORD_3182,PROD_2206,2,1920,3840
ITEM_4183,ORD_3183,PROD_2105,2,2004,4008
ITEM_4184,ORD_3184,PROD_2132,1,614,614
ITEM_4185,ORD_3185,PROD_2220,2,3970,7940
ITEM_4186,ORD_3186,PROD_2038,2,784,1568
ITEM_4187,ORD_3187,PROD_2038,2,784,1568
ITEM_4188,ORD_3188,PROD_2093,2,1552,3104
ITEM_4189,ORD_3189,PROD_2096,2,4617,9234
ITEM_4190,ORD_3190,PROD_2234,2,2769,5538
ITEM_4191,ORD_3191,PROD_2153,2,4360,8720
ITEM_4192,ORD_3192,PROD_2139,1,3304,3304
ITEM_4193,ORD_3193,PROD_2157,2,1182,2364
ITEM_4194,ORD_3194,PROD_2108,1,752,752
ITEM_4195,ORD_3195,PROD_2046,3,2784,8352
ITEM_4196,ORD_3196,PROD_2018,3,1963,5889
ITEM_4197,ORD_3197,PROD_2113,1,4617,4617
ITEM_4198,ORD_3198,PROD_2169,2,276,552
ITEM_4199,ORD_3199,PROD_2051,1,3958,3958
ITEM_4200,ORD_3200,PROD_2048,3,1928,5784
ITEM_4201,ORD_3201,PROD_2072,1,2604,2604
ITEM_4202,ORD_3202,PROD_2132,3,614,1842
ITEM_4203,ORD_3203,PROD_2164,1,2773,2773
ITEM_4204,ORD_3204,PROD_2169,1,276,276
ITEM_4205,ORD_3205,PROD_2167,1,2657,2657
ITEM_4206,ORD_3206,PROD_2079,1,1829,1829
ITEM_4207,ORD_3207,PROD_2057,1,3165,3165
ITEM_4208,ORD_3208,PROD_2231,3,4956,14868
ITEM_4209,ORD_3209,PROD_2033,1,2477,2477
ITEM_4210,ORD_3210,PROD_2042,1,2411,2411
ITEM_4211,ORD_3211,PROD_2082,1,204,204
ITEM_4212,ORD_3212,PROD_2114,2,4877,9754
ITEM_4213,ORD_3213,PROD_2123,3,3498,10494
ITEM_4214,ORD_3214,PROD_2083,1,2855,2855
ITEM_4215,ORD_3215,PROD_2225,3,768,2304
ITEM_4216,ORD_3216,PROD_2045,1,2076,2076
ITEM_4217,ORD_3217,PROD_2057,2,3165,6330
ITEM_4218,ORD_3218,PROD_2105,3,2004,6012
ITEM_4219,ORD_3219,PROD_2140,2,3398,6796
ITEM_4220,ORD_3220,PROD_2113,2,4617,9234
ITEM_4221,ORD_3221,PROD_2121,1,4025,4025
ITEM_4222,ORD_3222,PROD_2017,3,2476,7428
ITEM_4223,ORD_3223,PROD_2177,3,3789,11367
ITEM_4224,ORD_3224,PROD_2132,3,614,1842
ITEM_4225,ORD_3225,PROD_2128,3,1703,5109
ITEM_4226,ORD_3226,PROD_2035,1,3232,3232
ITEM_4227,ORD_3227,PROD_2249,1,2622,2622
ITEM_4228,ORD_3228,PROD_2200,2,495,990
ITEM_4229,ORD_3229,PROD_2177,1,3789,3789
ITEM_4230,ORD_3230,PROD_2163,3,2336,7008
ITEM_4231,ORD_3231,PROD_2055,1,4988,4988
ITEM_4232,ORD_3232,PROD_2016,2,3662,7324
ITEM_4233,ORD_3233,PROD_2023,3,3963,11889
ITEM_4234,ORD_3234,PROD_2158,3,2216,6648
ITEM_4235,ORD_3235,PROD_2245,2,1220,2440
ITEM_4236,ORD_3236,PROD_2029,2,769,1538
ITEM_4237,ORD_3237,PROD_2158,3,2216,6648
ITEM_4238,ORD_3238,PROD_2023,1,3963,3963
ITEM_4239,ORD_3239,PROD_2065,1,3326,3326
ITEM_4240,ORD_3240,PROD_2018,3,1963,5889
ITEM_4241,ORD_3241,PROD_2113,3,4617,13851
ITEM_4242,ORD_3242,PROD_2059,3,4242,12726
ITEM_4243,ORD_3243,PROD_2148,1,699,699
ITEM_4244,ORD_3244,PROD_2032,1,1027,1027
ITEM_4245,ORD_3245,PROD_2162,3,4482,13446
ITEM_4246,ORD_3246,PROD_2110,2,4411,8822
ITEM_4247,ORD_3247,PROD_2150,3,4985,14955
ITEM_4248,ORD_3248,PROD_2098,3,3468,10404
ITEM_4249,ORD_3249,PROD_2094,1,4522,4522
ITEM_4250,ORD_3250,PROD_2244,3,2771,8313
ITEM_4251,ORD_3251,PROD_2160,1,871,871
ITEM_4252,ORD_3252,PROD_2157,2,1182,2364
ITEM_4253,ORD_3253,PROD_2051,3,3958,11874
ITEM_4254,ORD_3254,PROD_2229,2,426,852
ITEM_4255,ORD_3255,PROD_2029,3,769,2307
ITEM_4256,ORD_3256,PROD_2064,2,720,1440
ITEM_4257,ORD_3257,PROD_2116,1,4074,4074
ITEM_4258,ORD_3258,PROD_2144,3,4186,12558
ITEM_4259,ORD_3259,PROD_2078,3,4358,13074
ITEM_4260,ORD_3260,PROD_2018,2,1963,3926
ITEM_4261,ORD_3261,PROD_2068,1,294,294
ITEM_4262,ORD_3262,PROD_2155,2,756,1512
ITEM_4263,ORD_3263,PROD_2049,2,2777,5554
ITEM_4264,ORD_3264,PROD_2086,1,2161,2161
ITEM_4265,ORD_3265,PROD_2250,2,1242,2484
ITEM_4266,ORD_3266,PROD_2177,2,3789,7578
ITEM_4267,ORD_3267,PROD_2088,3,845,2535
ITEM_4268,ORD_3268,PROD_2047,2,2393,4786
ITEM_4269,ORD_3269,PROD_2162,3,4482,13446
ITEM_4270,ORD_3270,PROD_2051,1,3958,3958
ITEM_4271,ORD_3271,PROD_2037,2,2387,4774
ITEM_4272,ORD_3272,PROD_2250,1,1242,1242
ITEM_4273,ORD_3273,PROD_2102,3,2040,6120
ITEM_4274,ORD_3274,PROD_2175,3,2201,6603
ITEM_4275,ORD_3275,PROD_2119,3,3731,11193
ITEM_4276,ORD_3276,PROD_2089,2,4181,8362
ITEM_4277,ORD_3277,PROD_2192,3,561,1683
ITEM_4278,ORD_3278,PROD_2004,3,1039,3117
ITEM_4279,ORD_3279,PROD_2156,2,2126,4252
ITEM_4280,ORD_3280,PROD_2040,2,2205,4410
ITEM_4281,ORD_3281,PROD_2030,2,2066,4132
ITEM_4282,ORD_3282,PROD_2033,3,2477,7431
ITEM_4283,ORD_3283,PROD_2217,3,1085,3255
ITEM_4284,ORD_3284,PROD_2163,2,2336,4672
ITEM_4285,ORD_3285,PROD_2198,2,816,1632
ITEM_4286,ORD_3286,PROD_2191,1,3669,3669
ITEM_4287,ORD_3287,PROD_2124,1,1095,1095
ITEM_4288,ORD_3288,PROD_2026,2,2601,5202
ITEM_4289,ORD_3289,PROD_2143,2,4752,9504
ITEM_4290,ORD_3290,PROD_2085,1,3173,3173
ITEM_4291,ORD_3291,PROD_2233,2,3759,7518
ITEM_4292,ORD_3292,PROD_2052,3,2369,7107
ITEM_4293,ORD_3293,PROD_2132,3,614,1842
ITEM_4294,ORD_3294,PROD_2199,3,1421,4263
ITEM_4295,ORD_3295,PROD_2248,2,3496,6992
ITEM_4296,ORD_3296,PROD_2068,2,294,588
ITEM_4297,ORD_3297,PROD_2079,1,1829,1829
ITEM_4298,ORD_3298,PROD_2111,2,2481,4962
ITEM_4299,ORD_3299,PROD_2109,2,2906,5812
ITEM_4300,ORD_3300,PROD_2112,1,4176,4176
ITEM_4301,ORD_3301,PROD_2072,2,2604,5208
ITEM_4302,ORD_3302,PROD_2009,1,4339,4339
ITEM_4303,ORD_3303,PROD_2043,2,4762,9524
ITEM_4304,ORD_3304,PROD_2016,2,3662,7324
ITEM_4305,ORD_3305,PROD_2144,2,4186,8372
ITEM_4306,ORD_3306,PROD_2235,2,4389,8778
ITEM_4307,ORD_3307,PROD_2187,3,1867,5601
ITEM_4308,ORD_3308,PROD_2060,3,585,1755
ITEM_4309,ORD_3309,PROD_2100,2,4439,8878
ITEM_4310,ORD_3310,PROD_2177,3,3789,11367
ITEM_4311,ORD_3311,PROD_2083,1,2855,2855
ITEM_4312,ORD_3312,PROD_2238,3,563,1689
ITEM_4313,ORD_3313,PROD_2197,1,279,279
ITEM_4314,ORD_3314,PROD_2212,1,3577,3577
ITEM_4315,ORD_3315,PROD_2130,1,817,817
ITEM_4316,ORD_3316,PROD_2202,3,1413,4239
ITEM_4317,ORD_3317,PROD_2242,2,3733,7466
ITEM_4318,ORD_3318,PROD_2103,2,2969,5938
ITEM_4319,ORD_3319,PROD_2033,3,2477,7431
ITEM_4320,ORD_3320,PROD_2051,1,3958,3958
ITEM_4321,ORD_3321,PROD_2192,3,561,1683
ITEM_4322,ORD_3322,PROD_2156,2,2126,4252
ITEM_4323,ORD_3323,PROD_2016,3,3662,10986
ITEM_4324,ORD_3324,PROD_2239,3,213,639
ITEM_4325,ORD_3325,PROD_2081,2,4618,9236
ITEM_4326,ORD_3326,PROD_2106,2,781,1562
ITEM_4327,ORD_3327,PROD_2150,1,4985,4985
ITEM_4328,ORD_3328,PROD_2046,1,2784,2784
ITEM_4329,ORD_3329,PROD_2077,2,2644,5288
ITEM_4330,ORD_3330,PROD_2220,1,3970,3970
ITEM_4331,ORD_3331,PROD_2074,2,226,452
ITEM_4332,ORD_3332,PROD_2033,3,2477,7431
ITEM_4333,ORD_3333,PROD_2021,1,3140,3140
ITEM_4334,ORD_3334,PROD_2065,2,3326,6652
ITEM_4335,ORD_3335,PROD_2208,3,1042,3126
ITEM_4336,ORD_3336,PROD_2019,3,1037,3111
ITEM_4337,ORD_3337,PROD_2242,2,3733,7466
ITEM_4338,ORD_3338,PROD_2043,2,4762,9524
ITEM_4339,ORD_3339,PROD_2013,3,2005,6015
ITEM_4340,ORD_3340,PROD_2159,3,525,1575
ITEM_4341,ORD_3341,PROD_2024,2,1222,2444
ITEM_4342,ORD_3342,PROD_2034,2,3188,6376
ITEM_4343,ORD_3343,PROD_2228,3,4592,13776
ITEM_4344,ORD_3344,PROD_2072,3,2604,7812
ITEM_4345,ORD_3345,PROD_2018,2,1963,3926
ITEM_4346,ORD_3346,PROD_2237,2,1757,3514
ITEM_4347,ORD_3347,PROD_2021,3,3140,9420
ITEM_4348,ORD_3348,PROD_2190,2,616,1232
ITEM_4349,ORD_3349,PROD_2013,2,2005,4010
ITEM_4350,ORD_3350,PROD_2109,2,2906,5812
ITEM_4351,ORD_3351,PROD_2040,2,2205,4410
ITEM_4352,ORD_3352,PROD_2023,1,3963,3963
ITEM_4353,ORD_3353,PROD_2237,1,1757,1757
ITEM_4354,ORD_3354,PROD_2211,3,1531,4593
ITEM_4355,ORD_3355,PROD_2043,1,4762,4762
ITEM_4356,ORD_3356,PROD_2066,2,4034,8068
ITEM_4357,ORD_3357,PROD_2125,1,1769,1769
ITEM_4358,ORD_3358,PROD_2026,3,2601,7803
ITEM_4359,ORD_3359,PROD_2167,3,2657,7971
ITEM_4360,ORD_3360,PROD_2154,3,1722,5166
ITEM_4361,ORD_3361,PROD_2104,1,4737,4737
ITEM_4362,ORD_3362,PROD_2042,1,2411,2411
ITEM_4363,ORD_3363,PROD_2041,1,3986,3986
ITEM_4364,ORD_3364,PROD_2044,3,2856,8568
ITEM_4365,ORD_3365,PROD_2234,2,2769,5538
ITEM_4366,ORD_3366,PROD_2246,2,4354,8708
ITEM_4367,ORD_3367,PROD_2044,3,2856,8568
ITEM_4368,ORD_3368,PROD_2088,3,845,2535
ITEM_4369,ORD_3369,PROD_2046,3,2784,8352
ITEM_4370,ORD_3370,PROD_2143,3,4752,14256
ITEM_4371,ORD_3371,PROD_2043,2,4762,9524
ITEM_4372,ORD_3372,PROD_2059,1,4242,4242
ITEM_4373,ORD_3373,PROD_2097,1,1847,1847
ITEM_4374,ORD_3374,PROD_2083,2,2855,5710
ITEM_4375,ORD_3375,PROD_2137,1,1951,1951
ITEM_4376,ORD_3376,PROD_2191,2,3669,7338
ITEM_4377,ORD_3377,PROD_2046,1,2784,2784
ITEM_4378,ORD_3378,PROD_2067,2,2259,4518
ITEM_4379,ORD_3379,PROD_2032,1,1027,1027
ITEM_4380,ORD_3380,PROD_2009,3,4339,13017
ITEM_4381,ORD_3381,PROD_2010,3,417,1251
ITEM_4382,ORD_3382,PROD_2247,1,3545,3545
ITEM_4383,ORD_3383,PROD_2029,2,769,1538
ITEM_4384,ORD_3384,PROD_2066,1,4034,4034
ITEM_4385,ORD_3385,PROD_2173,1,2372,2372
ITEM_4386,ORD_3386,PROD_2145,3,1755,5265
ITEM_4387,ORD_3387,PROD_2180,2,4743,9486
ITEM_4388,ORD_3388,PROD_2056,3,4980,14940
ITEM_4389,ORD_3389,PROD_2239,1,213,213
ITEM_4390,ORD_3390,PROD_2021,3,3140,9420
ITEM_4391,ORD_3391,PROD_2075,2,4300,8600
ITEM_4392,ORD_3392,PROD_2089,1,4181,4181
ITEM_4393,ORD_3393,PROD_2178,1,2678,2678
ITEM_4394,ORD_3394,PROD_2018,3,1963,5889
ITEM_4395,ORD_3395,PROD_2049,2,2777,5554
ITEM_4396,ORD_3396,PROD_2005,2,4667,9334
ITEM_4397,ORD_3397,PROD_2126,2,4593,9186
ITEM_4398,ORD_3398,PROD_2110,2,4411,8822
ITEM_4399,ORD_3399,PROD_2245,2,1220,2440
ITEM_4400,ORD_3400,PROD_2123,1,3498,3498
ITEM_4401,ORD_3401,PROD_2156,1,2126,2126
ITEM_4402,ORD_3402,PROD_2181,2,1048,2096
ITEM_4403,ORD_3403,PROD_2159,2,525,1050
ITEM_4404,ORD_3404,PROD_2086,1,2161,2161
ITEM_4405,ORD_3405,PROD_2194,1,2345,2345
ITEM_4406,ORD_3406,PROD_2238,2,563,1126
ITEM_4407,ORD_3407,PROD_2195,2,3819,7638
ITEM_4408,ORD_3408,PROD_2133,1,4628,4628
ITEM_4409,ORD_3409,PROD_2094,3,4522,13566
ITEM_4410,ORD_3410,PROD_2232,3,513,1539
ITEM_4411,ORD_3411,PROD_2046,3,2784,8352
ITEM_4412,ORD_3412,PROD_2142,1,3665,3665
ITEM_4413,ORD_3413,PROD_2164,1,2773,2773
ITEM_4414,ORD_3414,PROD_2205,1,526,526
ITEM_4415,ORD_3415,PROD_2157,3,1182,3546
ITEM_4416,ORD_3416,PROD_2199,2,1421,2842
ITEM_4417,ORD_3417,PROD_2220,1,3970,3970
ITEM_4418,ORD_3418,PROD_2042,1,2411,2411
ITEM_4419,ORD_3419,PROD_2131,1,4708,4708
ITEM_4420,ORD_3420,PROD_2046,3,2784,8352
ITEM_4421,ORD_3421,PROD_2167,2,2657,5314
ITEM_4422,ORD_3422,PROD_2217,3,1085,3255
ITEM_4423,ORD_3423,PROD_2208,3,1042,3126
ITEM_4424,ORD_3424,PROD_2169,3,276,828
ITEM_4425,ORD_3425,PROD_2200,1,495,495
ITEM_4426,ORD_3426,PROD_2072,3,2604,7812
ITEM_4427,ORD_3427,PROD_2170,2,4812,9624
ITEM_4428,ORD_3428,PROD_2203,2,1244,2488
ITEM_4429,ORD_3429,PROD_2175,2,2201,4402
ITEM_4430,ORD_3430,PROD_2011,2,1828,3656
ITEM_4431,ORD_3431,PROD_2078,3,4358,13074
ITEM_4432,ORD_3432,PROD_2221,2,2700,5400
ITEM_4433,ORD_3433,PROD_2048,2,1928,3856
ITEM_4434,ORD_3434,PROD_2248,3,3496,10488
ITEM_4435,ORD_3435,PROD_2039,3,1601,4803
ITEM_4436,ORD_3436,PROD_2042,1,2411,2411
ITEM_4437,ORD_3437,PROD_2212,3,3577,10731
ITEM_4438,ORD_3438,PROD_2048,3,1928,5784
ITEM_4439,ORD_3439,PROD_2221,1,2700,2700
ITEM_4440,ORD_3440,PROD_2138,1,680,680
ITEM_4441,ORD_3441,PROD_2175,3,2201,6603
ITEM_4442,ORD_3442,PROD_2087,1,2173,2173
ITEM_4443,ORD_3443,PROD_2144,2,4186,8372
ITEM_4444,ORD_3444,PROD_2225,3,768,2304
ITEM_4445,ORD_3445,PROD_2188,1,2362,2362
ITEM_4446,ORD_3446,PROD_2031,1,853,853
ITEM_4447,ORD_3447,PROD_2142,1,3665,3665
ITEM_4448,ORD_3448,PROD_2239,1,213,213
ITEM_4449,ORD_3449,PROD_2117,3,1759,5277
ITEM_4450,ORD_3450,PROD_2033,1,2477,2477
ITEM_4451,ORD_3451,PROD_2050,1,4289,4289
ITEM_4452,ORD_3452,PROD_2064,1,720,720
ITEM_4453,ORD_3453,PROD_2239,2,213,426
ITEM_4454,ORD_3454,PROD_2215,2,2232,4464
ITEM_4455,ORD_3455,PROD_2201,3,4971,14913
ITEM_4456,ORD_3456,PROD_2026,3,2601,7803
ITEM_4457,ORD_3457,PROD_2079,2,1829,3658
ITEM_4458,ORD_3458,PROD_2216,2,1504,3008
ITEM_4459,ORD_3459,PROD_2174,1,3059,3059
ITEM_4460,ORD_3460,PROD_2036,1,1916,1916
ITEM_4461,ORD_3461,PROD_2138,2,680,1360
ITEM_4462,ORD_3462,PROD_2179,3,4533,13599
ITEM_4463,ORD_3463,PROD_2161,2,4981,9962
ITEM_4464,ORD_3464,PROD_2220,3,3970,11910
ITEM_4465,ORD_3465,PROD_2168,2,2790,5580
ITEM_4466,ORD_3466,PROD_2023,1,3963,3963
ITEM_4467,ORD_3467,PROD_2043,3,4762,14286
ITEM_4468,ORD_3468,PROD_2221,1,2700,2700
