order_id,order_date,customer_id,order_state,seller_id
ORD_3039,2025-09-17,CUST_2900,Delivered,SEL_6002
ORD_3040,2025-11-10,CUST_2268,Delivered,SEL_6106
ORD_3041,2025-04-26,CUST_3880,Delivered,SEL_6004
ORD_3042,2025-09-11,CUST_2529,Delivered,SEL_6096
ORD_3043,2025-08-14,CUST_1647,Pending,SEL_6092
ORD_3044,2025-09-23,CUST_3069,Delivered,SEL_6006
ORD_3045,2025-10-01,CUST_3889,Delivered,SEL_6030
ORD_3046,2026-03-06,CUST_3215,Delivered,SEL_6055
ORD_3047,2026-01-21,CUST_2298,Delivered,SEL_6028
ORD_3048,2026-01-20,CUST_3436,Delivered,SEL_6061
ORD_3049,2025-12-16,CUST_1601,Delivered,SEL_6077
ORD_3050,2025-06-21,CUST_3364,Delivered,SEL_6055
ORD_3051,2026-03-10,CUST_3062,Delivered,SEL_6110
ORD_3052,2025-08-26,CUST_1242,Delivered,SEL_6036
ORD_3053,2026-03-10,CUST_3042,Delivered,SEL_6074
ORD_3054,2025-12-21,CUST_3825,Pending,SEL_6074
ORD_3055,2025-11-28,CUST_3613,Delivered,SEL_6005
ORD_3056,2025-11-23,CUST_3946,Delivered,SEL_6029
ORD_3057,2025-07-07,CUST_2364,Pending,SEL_6100
ORD_3058,2025-09-07,CUST_3140,Delivered,SEL_6012
ORD_3059,2026-01-25,CUST_2391,Delivered,SEL_6022
ORD_3060,2025-11-08,CUST_2479,Delivered,SEL_6059
ORD_3061,2025-09-04,CUST_3557,Pending,SEL_6110
ORD_3062,2025-08-25,CUST_1776,Delivered,SEL_6039
ORD_3063,2026-01-25,CUST_1035,Delivered,SEL_6002
ORD_3064,2025-05-07,CUST_3254,Cancelled,SEL_6014
ORD_3065,2025-06-30,CUST_2956,Delivered,SEL_6010
ORD_3066,2026-02-06,CUST_2586,Pending,SEL_6048
ORD_3067,2025-11-12,CUST_2022,Delivered,SEL_6064
ORD_3068,2025-07-05,CUST_3614,Delivered,SEL_6003
ORD_3069,2025-11-23,CUST_2130,Cancelled,SEL_6072
ORD_3070,2025-11-25,CUST_2501,Delivered,SEL_6119
ORD_3071,2025-06-23,CUST_1703,Pending,SEL_6060
ORD_3072,2026-01-14,CUST_3450,Pending,SEL_6081
ORD_3073,2025-07-12,CUST_3778,Delivered,SEL_6068
ORD_3074,2025-07-23,CUST_2580,Pending,SEL_6021
ORD_3075,2025-12-16,CUST_1162,Delivered,SEL_6094
ORD_3076,2025-11-05,CUST_1202,Pending,SEL_6019
ORD_3077,2025-07-07,CUST_2982,Delivered,SEL_6079
ORD_3078,2025-08-22,CUST_1996,Delivered,SEL_6020
ORD_3079,2025-05-03,CUST_3318,Delivered,SEL_6058
ORD_3080,2025-07-03,CUST_1816,Delivered,SEL_6042
ORD_3081,2025-09-23,CUST_1456,Delivered,SEL_6094
ORD_3082,2025-04-18,CUST_2276,Pending,SEL_6010
ORD_3083,2025-07-11,CUST_2017,Pending,SEL_6023
ORD_3084,2025-05-28,CUST_3344,Delivered,SEL_6088
ORD_3085,2025-08-04,CUST_3768,Delivered,SEL_6012
ORD_3086,2025-06-29,CUST_1338,Pending,SEL_6009
ORD_3087,2025-08-14,CUST_1879,Delivered,SEL_6079
ORD_3088,2025-04-25,CUST_2077,Delivered,SEL_6029
ORD_3089,2025-04-16,CUST_1792,Delivered,SEL_6082
ORD_3090,2025-07-11,CUST_3265,Delivered,SEL_6020
ORD_3091,2026-01-01,CUST_1764,Delivered,SEL_6065
ORD_3092,2025-08-06,CUST_3236,Cancelled,SEL_6003
ORD_3093,2025-07-24,CUST_1380,Delivered,SEL_6008
ORD_3094,2025-04-29,CUST_1493,Delivered,SEL_6039
ORD_3095,2025-06-08,CUST_2181,Pending,SEL_6064
ORD_3096,2025-09-28,CUST_3063,Delivered,SEL_6031
ORD_3097,2025-10-19,CUST_1065,Delivered,SEL_6111
ORD_3098,2025-06-20,CUST_3569,Delivered,SEL_6072
ORD_3099,2026-02-10,CUST_2368,Delivered,SEL_6079
ORD_3100,2025-10-19,CUST_2153,Delivered,SEL_6022
ORD_3101,2025-11-09,CUST_3028,Delivered,SEL_6096
ORD_3102,2026-03-09,CUST_3696,Delivered,SEL_6005
ORD_3103,2025-08-17,CUST_2496,Delivered,SEL_6108
ORD_3104,2025-12-19,CUST_2163,Delivered,SEL_6108
ORD_3105,2026-02-25,CUST_2523,Cancelled,SEL_6058
ORD_3106,2025-12-29,CUST_3641,Delivered,SEL_6073
ORD_3107,2025-05-19,CUST_1392,Delivered,SEL_6117
ORD_3108,2025-12-13,CUST_2699,Pending,SEL_6105
ORD_3109,2025-04-04,CUST_1419,Delivered,SEL_6079
ORD_3110,2025-07-11,CUST_3337,Delivered,SEL_6111
ORD_3111,2025-08-06,CUST_1379,Delivered,SEL_6063
ORD_3112,2025-09-06,CUST_2797,Pending,SEL_6061
ORD_3113,2025-07-11,CUST_3279,Delivered,SEL_6052
ORD_3114,2025-06-10,CUST_3089,Delivered,SEL_6108
ORD_3115,2025-05-01,CUST_3183,Delivered,SEL_6101
ORD_3116,2025-07-20,CUST_1201,Delivered,SEL_6033
ORD_3117,2025-11-17,CUST_2864,Cancelled,SEL_6022
ORD_3118,2025-10-28,CUST_1780,Delivered,SEL_6051
ORD_3119,2025-11-25,CUST_3978,Delivered,SEL_6011
ORD_3120,2025-04-07,CUST_1503,Pending,SEL_6058
ORD_3121,2025-08-12,CUST_3455,Delivered,SEL_6050
ORD_3122,2025-11-08,CUST_2752,Delivered,SEL_6070
ORD_3123,2025-07-15,CUST_1805,Delivered,SEL_6017
ORD_3124,2026-02-24,CUST_3147,Pending,SEL_6046
ORD_3125,2025-04-20,CUST_3732,Cancelled,SEL_6044
ORD_3126,2025-05-25,CUST_2896,Pending,SEL_6057
ORD_3127,2025-03-31,CUST_3774,Delivered,SEL_6005
ORD_3128,2025-03-29,CUST_2571,Delivered,SEL_6039
ORD_3129,2025-07-24,CUST_1961,Delivered,SEL_6058
ORD_3130,2025-04-13,CUST_3661,Pending,SEL_6112
ORD_3131,2025-06-27,CUST_2486,Delivered,SEL_6009
ORD_3132,2025-05-15,CUST_3691,Delivered,SEL_6093
ORD_3133,2025-07-28,CUST_2029,Cancelled,SEL_6023
ORD_3134,2025-12-06,CUST_1503,Delivered,SEL_6047
ORD_3135,2025-08-08,CUST_3815,Delivered,SEL_6036
ORD_3136,2025-10-09,CUST_1398,Pending,SEL_6031
ORD_3137,2025-05-06,CUST_1871,Delivered,SEL_6084
ORD_3138,2026-01-17,CUST_3843,Delivered,SEL_6023
ORD_3139,2025-09-07,CUST_1393,Delivered,SEL_6056
ORD_3140,2025-05-26,CUST_1207,Delivered,SEL_6071
ORD_3141,2026-02-18,CUST_2039,Delivered,SEL_6046
ORD_3142,2025-06-19,CUST_2882,Delivered,SEL_6058
ORD_3143,2025-04-04,CUST_3940,Delivered,SEL_6036
ORD_3144,2026-01-25,CUST_2485,Pending,SEL_6068
ORD_3145,2025-09-16,CUST_1864,Delivered,SEL_6088
ORD_3146,2025-12-30,CUST_3791,Delivered,SEL_6060
ORD_3147,2025-06-25,CUST_1564,Delivered,SEL_6014
ORD_3148,2026-02-27,CUST_2021,Cancelled,SEL_6025
ORD_3149,2026-03-14,CUST_1096,Delivered,SEL_6071
ORD_3150,2026-02-16,CUST_2924,Pending,SEL_6079
ORD_3151,2025-10-17,CUST_2758,Cancelled,SEL_6044
ORD_3152,2025-09-20,CUST_3533,Pending,SEL_6046
ORD_3153,2025-11-01,CUST_3279,Cancelled,SEL_6013
ORD_3154,2026-02-07,CUST_3797,Delivered,SEL_6062
ORD_3155,2026-01-04,CUST_2679,Pending,SEL_6019
ORD_3156,2025-09-12,CUST_1541,Pending,SEL_6012
ORD_3157,2025-12-10,CUST_2060,Pending,SEL_6112
ORD_3158,2025-10-25,CUST_3573,Delivered,SEL_6090
ORD_3159,2025-05-04,CUST_2184,Delivered,SEL_6048
ORD_3160,2025-09-05,CUST_2723,Delivered,SEL_6033
ORD_3161,2025-09-13,CUST_2820,Delivered,SEL_6079
ORD_3162,2025-10-01,CUST_3626,Cancelled,SEL_6037
ORD_3163,2025-10-06,CUST_3730,Pending,SEL_6006
ORD_3164,2026-02-01,CUST_3605,Delivered,SEL_6089
ORD_3165,2026-02-10,CUST_2598,Pending,SEL_6117
ORD_3166,2026-03-11,CUST_3694,Delivered,SEL_6081
ORD_3167,2025-06-22,CUST_1796,Delivered,SEL_6043
ORD_3168,2026-01-16,CUST_2052,Delivered,SEL_6100
ORD_3169,2025-09-07,CUST_2644,Delivered,SEL_6050
ORD_3170,2026-03-26,CUST_2364,Pending,SEL_6116
ORD_3171,2025-09-02,CUST_2982,Delivered,SEL_6046
ORD_3172,2026-03-02,CUST_2355,Delivered,SEL_6119
ORD_3173,2025-07-01,CUST_2664,Delivered,SEL_6073
ORD_3174,2026-02-21,CUST_2530,Delivered,SEL_6028
ORD_3175,2025-10-15,CUST_3039,Pending,SEL_6099
ORD_3176,2025-11-26,CUST_2497,Delivered,SEL_6067
ORD_3177,2026-03-10,CUST_3238,Delivered,SEL_6011
ORD_3178,2026-01-25,CUST_2409,Pending,SEL_6020
ORD_3179,2025-12-20,CUST_2401,Delivered,SEL_6087
ORD_3180,2025-06-06,CUST_2307,Pending,SEL_6118
ORD_3181,2026-02-28,CUST_3681,Delivered,SEL_6030
ORD_3182,2026-01-24,CUST_3676,Delivered,SEL_6101
ORD_3183,2025-11-28,CUST_1973,Pending,SEL_6036
ORD_3184,2026-02-19,CUST_2769,Pending,SEL_6108
ORD_3185,2025-07-11,CUST_2283,Delivered,SEL_6120
ORD_3186,2025-09-16,CUST_1710,Delivered,SEL_6076
ORD_3187,2026-03-25,CUST_2480,Pending,SEL_6100
ORD_3188,2025-09-03,CUST_2435,Delivered,SEL_6099
ORD_3189,2025-08-18,CUST_1649,Delivered,SEL_6119
ORD_3190,2026-02-01,CUST_1318,Delivered,SEL_6098
ORD_3191,2025-09-27,CUST_2258,Delivered,SEL_6068
ORD_3192,2025-11-02,CUST_1684,Delivered,SEL_6088
ORD_3193,2026-01-23,CUST_1664,Pending,SEL_6036
ORD_3194,2025-06-19,CUST_2999,Delivered,SEL_6058
ORD_3195,2026-03-26,CUST_2632,Pending,SEL_6028
ORD_3196,2025-12-31,CUST_2496,Delivered,SEL_6039
ORD_3197,2025-11-08,CUST_2137,Delivered,SEL_6066
ORD_3198,2025-07-09,CUST_2854,Delivered,SEL_6043
ORD_3199,2026-03-03,CUST_2521,Delivered,SEL_6005
ORD_3200,2025-03-31,CUST_3490,Delivered,SEL_6092
ORD_3201,2025-08-17,CUST_1564,Delivered,SEL_6013
ORD_3202,2025-06-21,CUST_2292,Cancelled,SEL_6100
ORD_3203,2025-09-07,CUST_2637,Delivered,SEL_6009
ORD_3204,2025-11-27,CUST_4000,Delivered,SEL_6103
ORD_3205,2025-05-11,CUST_1699,Pending,SEL_6094
ORD_3206,2026-02-15,CUST_3161,Pending,SEL_6057
ORD_3207,2025-10-07,CUST_1002,Delivered,SEL_6027
ORD_3208,2026-01-20,CUST_1642,Delivered,SEL_6061
ORD_3209,2026-01-20,CUST_3268,Cancelled,SEL_6077
ORD_3210,2025-06-21,CUST_2590,Pending,SEL_6106
ORD_3211,2025-08-17,CUST_1855,Delivered,SEL_6103
ORD_3212,2025-10-28,CUST_2760,Delivered,SEL_6050
ORD_3213,2025-11-08,CUST_3433,Pending,SEL_6092
ORD_3214,2025-04-13,CUST_2662,Pending,SEL_6082
ORD_3215,2025-04-20,CUST_2154,Cancelled,SEL_6034
ORD_3216,2025-09-06,CUST_2077,Delivered,SEL_6085
ORD_3217,2025-04-20,CUST_2708,Delivered,SEL_6065
ORD_3218,2025-07-07,CUST_3778,Delivered,SEL_6045
ORD_3219,2025-07-27,CUST_2696,Delivered,SEL_6087
ORD_3220,2025-08-03,CUST_2734,Delivered,SEL_6034
ORD_3221,2025-09-15,CUST_2440,Delivered,SEL_6100
ORD_3222,2026-02-05,CUST_3295,Delivered,SEL_6073
ORD_3223,2026-03-05,CUST_1836,Delivered,SEL_6008
ORD_3224,2025-12-25,CUST_1203,Pending,SEL_6114
ORD_3225,2026-03-06,CUST_1123,Cancelled,SEL_6094
ORD_3226,2025-07-08,CUST_1401,Pending,SEL_6048
ORD_3227,2025-11-24,CUST_1767,Pending,SEL_6036
ORD_3228,2025-10-16,CUST_1294,Delivered,SEL_6100
ORD_3229,2025-05-23,CUST_3328,Delivered,SEL_6082
ORD_3230,2026-02-27,CUST_3932,Delivered,SEL_6066
ORD_3231,2025-09-12,CUST_1198,Delivered,SEL_6117
ORD_3232,2025-07-15,CUST_2931,Pending,SEL_6011
ORD_3233,2025-07-25,CUST_3800,Delivered,SEL_6052
ORD_3234,2025-09-24,CUST_3192,Delivered,SEL_6120
ORD_3235,2025-04-21,CUST_1609,Delivered,SEL_6036
ORD_3236,2026-03-26,CUST_2148,Delivered,SEL_6095
ORD_3237,2025-08-11,CUST_1187,Delivered,SEL_6031
ORD_3238,2025-04-26,CUST_3512,Delivered,SEL_6024
ORD_3239,2025-10-02,CUST_2795,Delivered,SEL_6110
ORD_3240,2025-04-17,CUST_1660,Delivered,SEL_6021
ORD_3241,2025-07-08,CUST_3812,Pending,SEL_6096
ORD_3242,2025-06-08,CUST_2956,Delivered,SEL_6113
ORD_3243,2025-12-27,CUST_3451,Delivered,SEL_6030
ORD_3244,2025-09-02,CUST_2370,Delivered,SEL_6072
ORD_3245,2025-04-13,CUST_2987,Delivered,SEL_6097
ORD_3246,2025-12-19,CUST_2535,Delivered,SEL_6115
ORD_3247,2025-07-14,CUST_1147,Delivered,SEL_6064
ORD_3248,2025-09-01,CUST_3912,Cancelled,SEL_6115
ORD_3249,2025-11-30,CUST_2735,Cancelled,SEL_6117
ORD_3250,2025-09-07,CUST_2844,Delivered,SEL_6039
ORD_3251,2025-09-18,CUST_1489,Delivered,SEL_6001
ORD_3252,2025-07-31,CUST_3977,Delivered,SEL_6097
ORD_3253,2025-08-04,CUST_2960,Delivered,SEL_6042
ORD_3254,2025-05-27,CUST_2664,Delivered,SEL_6077
ORD_3255,2025-07-19,CUST_3599,Delivered,SEL_6086
ORD_3256,2025-09-29,CUST_3386,Delivered,SEL_6005
ORD_3257,2025-06-25,CUST_3920,Cancelled,SEL_6012
ORD_3258,2026-01-23,CUST_1641,Pending,SEL_6029
ORD_3259,2025-04-17,CUST_2803,Cancelled,SEL_6003
ORD_3260,2025-08-05,CUST_3521,Delivered,SEL_6061
ORD_3261,2025-07-04,CUST_2970,Delivered,SEL_6051
ORD_3262,2025-07-19,CUST_3199,Delivered,SEL_6036
ORD_3263,2025-10-28,CUST_2439,Delivered,SEL_6111
ORD_3264,2025-10-09,CUST_2635,Delivered,SEL_6109
ORD_3265,2025-06-29,CUST_1263,Delivered,SEL_6075
ORD_3266,2025-09-01,CUST_2788,Delivered,SEL_6090
ORD_3267,2025-12-01,CUST_3192,Cancelled,SEL_6002
ORD_3268,2025-12-27,CUST_3394,Cancelled,SEL_6029
ORD_3269,2025-12-30,CUST_1624,Delivered,SEL_6041
ORD_3270,2025-04-03,CUST_2017,Delivered,SEL_6029
ORD_3271,2026-01-04,CUST_1881,Delivered,SEL_6108
ORD_3272,2025-08-29,CUST_3050,Delivered,SEL_6100
ORD_3273,2025-08-02,CUST_3945,Delivered,SEL_6064
ORD_3274,2026-01-31,CUST_2328,Cancelled,SEL_6058
ORD_3275,2025-04-06,CUST_3302,Delivered,SEL_6083
ORD_3276,2025-10-12,CUST_1453,Delivered,SEL_6010
ORD_3277,2025-06-24,CUST_2184,Delivered,SEL_6011
ORD_3278,2025-04-18,CUST_3057,Delivered,SEL_6007
ORD_3279,2026-02-13,CUST_2683,Delivered,SEL_6077
ORD_3280,2025-06-04,CUST_3864,Cancelled,SEL_6105
ORD_3281,2025-09-28,CUST_3256,Delivered,SEL_6108
ORD_3282,2025-09-12,CUST_2155,Delivered,SEL_6061
ORD_3283,2025-08-13,CUST_1404,Pending,SEL_6066
ORD_3284,2025-09-10,CUST_3200,Delivered,SEL_6094
ORD_3285,2025-10-05,CUST_3102,Delivered,SEL_6086
ORD_3286,2025-10-05,CUST_2697,Delivered,SEL_6053
ORD_3287,2025-07-30,CUST_1628,Cancelled,SEL_6065
ORD_3288,2026-03-09,CUST_1587,Delivered,SEL_6027
ORD_3289,2025-07-30,CUST_2649,Delivered,SEL_6007
ORD_3290,2025-07-04,CUST_2444,Pending,SEL_6065
ORD_3291,2025-09-06,CUST_2446,Cancelled,SEL_6058
ORD_3292,2025-08-08,CUST_1104,Delivered,SEL_6025
ORD_3293,2025-06-29,CUST_1254,Cancelled,SEL_6048
ORD_3294,2025-08-13,CUST_3558,Delivered,SEL_6004
ORD_3295,2026-03-08,CUST_2497,Delivered,SEL_6094
ORD_3296,2025-11-17,CUST_1099,Delivered,SEL_6008
ORD_3297,2025-10-18,CUST_3201,Delivered,SEL_6113
ORD_3298,2026-01-30,CUST_2885,Delivered,SEL_6085
ORD_3299,2025-04-07,CUST_3962,Pending,SEL_6115
ORD_3300,2025-09-12,CUST_2920,Delivered,SEL_6068
ORD_3301,2026-02-06,CUST_1878,Delivered,SEL_6060
ORD_3302,2025-05-11,CUST_1338,Delivered,SEL_6004
ORD_3303,2025-10-19,CUST_3870,Pending,SEL_6008
ORD_3304,2025-12-02,CUST_1957,Cancelled,SEL_6106
ORD_3305,2026-02-14,CUST_2705,Delivered,SEL_6090
ORD_3306,2025-08-24,CUST_1161,Pending,SEL_6093
ORD_3307,2026-01-08,CUST_2604,Delivered,SEL_6016
ORD_3308,2026-01-17,CUST_3849,Delivered,SEL_6019
ORD_3309,2025-04-21,CUST_1398,Cancelled,SEL_6001
ORD_3310,2025-11-26,CUST_2301,Delivered,SEL_6101
ORD_3311,2025-09-04,CUST_1816,Pending,SEL_6034
ORD_3312,2025-10-03,CUST_2528,Delivered,SEL_6093
ORD_3313,2025-07-05,CUST_2920,Delivered,SEL_6091
ORD_3314,2025-12-16,CUST_2416,Pending,SEL_6112
ORD_3315,2026-01-05,CUST_2159,Cancelled,SEL_6045
ORD_3316,2025-06-27,CUST_2219,Delivered,SEL_6063
ORD_3317,2026-02-13,CUST_1401,Delivered,SEL_6094
ORD_3318,2026-01-15,CUST_1640,Cancelled,SEL_6006
ORD_3319,2025-12-13,CUST_3736,Delivered,SEL_6036
ORD_3320,2025-12-23,CUST_1460,Pending,SEL_6103
ORD_3321,2025-04-30,CUST_1955,Cancelled,SEL_6066
ORD_3322,2026-02-12,CUST_1470,Delivered,SEL_6119
ORD_3323,2026-01-09,CUST_2046,Delivered,SEL_6106
ORD_3324,2025-11-26,CUST_3798,Delivered,SEL_6078
ORD_3325,2025-08-01,CUST_2694,Delivered,SEL_6008
ORD_3326,2026-01-24,CUST_3086,Cancelled,SEL_6067
ORD_3327,2025-05-10,CUST_3278,Pending,SEL_6099
ORD_3328,2025-10-17,CUST_1563,Delivered,SEL_6027
ORD_3329,2026-02-19,CUST_3486,Delivered,SEL_6034
ORD_3330,2026-02-08,CUST_2800,Delivered,SEL_6028
ORD_3331,2025-06-03,CUST_3075,Delivered,SEL_6031
ORD_3332,2025-11-06,CUST_1226,Delivered,SEL_6017
ORD_3333,2025-11-14,CUST_1798,Delivered,SEL_6083
ORD_3334,2026-03-04,CUST_3332,Delivered,SEL_6106
ORD_3335,2025-04-03,CUST_3927,Pending,SEL_6108
ORD_3336,2025-12-17,CUST_1960,Delivered,SEL_6055
ORD_3337,2025-09-30,CUST_2505,Cancelled,SEL_6075
ORD_3338,2025-09-13,CUST_1453,Cancelled,SEL_6009
ORD_3339,2025-07-29,CUST_1816,Delivered,SEL_6094
ORD_3340,2025-12-26,CUST_1659,Delivered,SEL_6057
ORD_3341,2026-01-19,CUST_1547,Delivered,SEL_6045
ORD_3342,2026-02-10,CUST_2216,Delivered,SEL_6006
ORD_3343,2025-04-29,CUST_1017,Cancelled,SEL_6014
ORD_3344,2025-03-29,CUST_2244,Delivered,SEL_6031
ORD_3345,2025-09-22,CUST_3206,Delivered,SEL_6054
ORD_3346,2026-03-18,CUST_3525,Delivered,SEL_6011
ORD_3347,2025-07-31,CUST_2070,Pending,SEL_6069
ORD_3348,2025-11-17,CUST_3566,Delivered,SEL_6095
ORD_3349,2025-11-23,CUST_3147,Delivered,SEL_6002
ORD_3350,2026-02-03,CUST_2769,Delivered,SEL_6103
ORD_3351,2026-01-23,CUST_2061,Pending,SEL_6017
ORD_3352,2025-11-26,CUST_3328,Delivered,SEL_6102
ORD_3353,2025-05-22,CUST_3545,Delivered,SEL_6110
ORD_3354,2025-10-14,CUST_1302,Delivered,SEL_6036
ORD_3355,2025-09-21,CUST_1181,Delivered,SEL_6003
ORD_3356,2025-08-10,CUST_1607,Delivered,SEL_6063
ORD_3357,2025-04-02,CUST_1700,Delivered,SEL_6043
ORD_3358,2025-09-02,CUST_1993,Delivered,SEL_6093
ORD_3359,2025-10-03,CUST_2140,Delivered,SEL_6033
ORD_3360,2025-12-10,CUST_1191,Delivered,SEL_6078
ORD_3361,2025-09-02,CUST_3301,Delivered,SEL_6102
ORD_3362,2025-05-26,CUST_1981,Delivered,SEL_6029
ORD_3363,2025-09-18,CUST_3976,Delivered,SEL_6023
ORD_3364,2026-02-11,CUST_3007,Pending,SEL_6059
ORD_3365,2025-07-12,CUST_2185,Delivered,SEL_6081
ORD_3366,2025-07-02,CUST_1128,Delivered,SEL_6049
ORD_3367,2026-01-20,CUST_3066,Delivered,SEL_6055
ORD_3368,2026-03-13,CUST_2817,Delivered,SEL_6075
ORD_3369,2025-07-22,CUST_2759,Delivered,SEL_6028
ORD_3370,2025-06-15,CUST_3614,Delivered,SEL_6118
ORD_3371,2025-12-18,CUST_1570,Pending,SEL_6071
ORD_3372,2025-11-23,CUST_2347,Cancelled,SEL_6109
ORD_3373,2025-10-01,CUST_2896,Cancelled,SEL_6104
ORD_3374,2025-04-17,CUST_3734,Pending,SEL_6072
ORD_3375,2026-03-13,CUST_1626,Pending,SEL_6105
ORD_3376,2025-09-21,CUST_3902,Cancelled,SEL_6093
ORD_3377,2026-02-19,CUST_2687,Delivered,SEL_6025
ORD_3378,2025-07-25,CUST_1155,Delivered,SEL_6007
ORD_3379,2025-12-02,CUST_3538,Delivered,SEL_6086
ORD_3380,2026-01-09,CUST_2410,Delivered,SEL_6073
ORD_3381,2025-05-10,CUST_1785,Delivered,SEL_6075
ORD_3382,2025-06-19,CUST_1246,Pending,SEL_6034
ORD_3383,2025-12-11,CUST_2501,Delivered,SEL_6091
ORD_3384,2026-01-12,CUST_2706,Delivered,SEL_6114
ORD_3385,2026-01-21,CUST_3807,Delivered,SEL_6022
ORD_3386,2025-07-04,CUST_1538,Delivered,SEL_6067
ORD_3387,2025-09-24,CUST_2891,Delivered,SEL_6050
ORD_3388,2025-12-27,CUST_2842,Delivered,SEL_6048
ORD_3389,2025-10-31,CUST_1921,Delivered,SEL_6104
ORD_3390,2025-04-27,CUST_3456,Delivered,SEL_6119
ORD_3391,2025-04-15,CUST_1525,Delivered,SEL_6072
ORD_3392,2025-10-06,CUST_3876,Delivered,SEL_6070
ORD_3393,2025-07-16,CUST_2530,Delivered,SEL_6057
ORD_3394,2025-06-18,CUST_3951,Delivered,SEL_6025
ORD_3395,2025-09-03,CUST_1036,Delivered,SEL_6066
ORD_3396,2026-02-10,CUST_1685,Delivered,SEL_6016
ORD_3397,2025-04-24,CUST_1020,Delivered,SEL_6058
ORD_3398,2026-03-01,CUST_3369,Delivered,SEL_6117
ORD_3399,2025-11-25,CUST_3560,Delivered,SEL_6041
ORD_3400,2025-12-10,CUST_1400,Delivered,SEL_6051
ORD_3401,2025-05-23,CUST_3702,Pending,SEL_6021
ORD_3402,2026-02-11,CUST_1972,Delivered,SEL_6079
ORD_3403,2025-11-18,CUST_2907,Delivered,SEL_6056
ORD_3404,2026-01-01,CUST_3519,Delivered,SEL_6098
ORD_3405,2025-11-25,CUST_2167,Delivered,SEL_6047
ORD_3406,2026-03-17,CUST_2116,Delivered,SEL_6118
ORD_3407,2025-08-24,CUST_1834,Pending,SEL_6043
ORD_3408,2026-03-04,CUST_2824,Pending,SEL_6084
ORD_3409,2025-11-04,CUST_3775,Delivered,SEL_6108
ORD_3410,2025-12-20,CUST_2983,Pending,SEL_6031
ORD_3411,2025-12-01,CUST_1854,Delivered,SEL_6015
ORD_3412,2025-06-22,CUST_1051,Delivered,SEL_6048
ORD_3413,2025-07-09,CUST_1575,Delivered,SEL_6062
ORD_3414,2025-09-21,CUST_2149,Delivered,SEL_6092
ORD_3415,2025-07-07,CUST_3198,Delivered,SEL_6070
ORD_3416,2025-07-02,CUST_3362,Delivered,SEL_6003
ORD_3417,2025-09-05,CUST_3618,Delivered,SEL_6038
ORD_3418,2025-05-23,CUST_3353,Delivered,SEL_6087
ORD_3419,2025-12-02,CUST_2716,Delivered,SEL_6058
ORD_3420,2025-11-28,CUST_1682,Delivered,SEL_6067
ORD_3421,2025-07-04,CUST_1838,Delivered,SEL_6117
ORD_3422,2025-07-03,CUST_2078,Delivered,SEL_6045
ORD_3423,2025-09-26,CUST_3492,Delivered,SEL_6044
